13/09/15;"0:49:4";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
14/09/15;"0:38:15";"0:13:8";"0:8:41";"0:1:46";"0:0:0"
15/09/15;"0:6:49";"0:24:17";"0:8:46";"0:0:0";"0:0:0"
15/09/15;"0:5:17";"0:21:25";"0:24:14";"0:20:34";"0:0:0"
16/09/15;"0:3:49";"0:18:59";"0:28:38";"0:16:44";"0:0:0"
19/09/15;"0:17:31";"1:16:26";"2:38:16";"0:12:14";"0:0:0"
20/09/15;"0:16:46";"0:12:23";"0:16:40";"0:3:44";"0:0:0"
22/09/15;"0:1:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
23/09/15;"0:3:4";"0:8:31";"0:33:17";"0:12:28";"0:0:0"
25/09/15;"0:19:44";"0:17:39";"0:3:14";"0:1:7";"0:0:0"
26/09/15;"0:0:22";"0:2:56";"1:36:27";"1:36:32";"0:1:16"
27/09/15;"0:53:11";"0:10:35";"0:1:53";"0:0:0";"0:0:0"
28/09/15;"0:13:2";"0:20:31";"0:8:51";"0:7:53";"0:0:8"
29/09/15;"0:14:43";"0:33:25";"0:11:0";"0:0:0";"0:0:0"
02/10/15;"0:1:44";"0:18:5";"0:34:41";"0:7:52";"0:0:0"
03/10/15;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
03/10/15;"0:7:19";"0:5:48";"0:6:34";"0:0:0";"0:0:0"
04/10/15;"0:8:51";"0:20:52";"0:28:45";"0:14:51";"0:0:0"
04/10/15;"0:56:20";"0:10:25";"0:7:24";"0:2:58";"0:1:45"
05/10/15;"0:28:13";"0:23:21";"0:6:7";"0:0:12";"0:0:0"
06/10/15;"0:10:18";"0:15:40";"0:9:25";"0:18:55";"0:0:0"
07/10/15;"0:4:56";"0:24:35";"0:5:3";"0:0:0";"0:0:0"
07/10/15;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
09/10/15;"0:27:55";"0:6:53";"0:5:11";"0:3:9";"0:0:0"
11/10/15;"0:0:8";"0:0:11";"0:51:14";"1:44:27";"0:0:20"
11/10/15;"1:25:46";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
12/10/15;"0:33:17";"0:13:31";"0:12:45";"0:0:0";"0:0:0"
16/10/15;"0:0:30";"0:4:55";"0:2:38";"0:0:0";"0:0:0"
17/10/15;"0:5:10";"0:32:0";"1:16:35";"0:1:18";"0:0:0"
17/10/15;"0:44:39";"0:2:44";"0:2:7";"0:0:15";"0:0:0"
18/10/15;"0:1:32";"0:24:28";"0:26:10";"0:1:29";"0:0:0"
20/10/15;"0:23:7";"0:31:17";"0:13:30";"0:0:0";"0:0:0"
23/10/15;"0:57:25";"5:20:49";"7:48:25";"0:5:43";"0:0:0"
30/10/15;"0:1:19";"0:17:8";"0:28:13";"0:5:45";"0:0:0"
30/10/15;"0:43:30";"0:1:52";"0:0:0";"0:0:0";"0:0:0"
31/10/15;"0:17:54";"0:23:54";"0:31:6";"0:1:12";"0:0:0"
01/11/15;"1:7:7";"0:47:1";"0:4:32";"0:0:0";"0:0:0"
03/11/15;"0:0:44";"0:17:10";"0:25:32";"0:6:34";"0:0:38"
05/11/15;"0:1:55";"0:15:19";"0:35:3";"0:17:47";"0:0:53"
07/11/15;"0:0:55";"0:8:16";"0:44:4";"0:25:39";"0:5:3"
09/11/15;"0:12:11";"0:22:37";"0:16:10";"0:22:4";"0:1:22"
10/11/15;"0:4:28";"0:26:30";"0:28:5";"0:2:8";"0:0:29"
11/11/15;"1:40:16";"1:9:55";"0:43:40";"0:0:0";"0:0:0"
13/11/15;"0:7:42";"0:22:14";"0:7:2";"0:0:0";"0:0:0"
18/11/15;"0:1:2";"0:2:31";"0:34:6";"0:8:59";"0:0:0"
20/11/15;"0:4:32";"0:16:16";"0:29:53";"0:10:39";"0:0:7"
22/11/15;"0:21:46";"0:1:27";"0:0:0";"0:0:0";"0:0:0"
22/11/15;"0:14:8";"0:48:35";"0:49:15";"0:46:53";"0:1:53"
22/11/15;"0:3:4";"0:12:31";"0:6:19";"0:0:0";"0:0:0"
23/11/15;"0:10:56";"0:23:56";"0:17:37";"0:6:9";"0:0:13"
26/11/15;"0:1:37";"0:4:34";"0:28:42";"0:11:30";"0:0:0"
27/11/15;"0:8:19";"0:15:54";"0:26:46";"0:6:55";"0:0:0"
28/11/15;"0:17:23";"0:14:33";"0:36:11";"0:0:0";"0:0:0"
28/11/15;"0:51:56";"0:40:13";"0:31:5";"0:0:37";"0:0:0"
29/11/15;"0:25:7";"0:27:48";"0:35:9";"0:0:0";"0:0:0"
30/11/15;"0:16:6";"0:26:10";"0:15:23";"0:0:16";"0:0:0"
01/12/15;"0:0:16";"0:11:45";"0:28:19";"0:5:0";"0:0:0"
02/12/15;"0:1:52";"0:27:7";"0:25:17";"0:2:20";"0:0:0"
04/12/15;"0:7:47";"0:17:23";"0:22:3";"0:12:23";"0:0:0"
05/12/15;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
06/12/15;"0:26:5";"0:25:23";"1:19:33";"0:6:13";"0:0:0"
07/12/15;"0:16:7";"0:23:6";"0:9:59";"0:1:24";"0:0:0"
08/12/15;"0:1:2";"0:11:46";"0:26:42";"0:15:37";"0:0:0"
09/12/15;"0:9:48";"0:28:51";"0:26:54";"0:31:0";"0:0:13"
12/12/15;"0:20:55";"0:14:14";"1:20:5";"0:13:43";"0:0:0"
13/12/15;"0:23:36";"0:53:48";"1:41:5";"0:13:51";"0:0:22"
15/12/15;"0:0:7";"0:30:18";"0:27:12";"0:5:7";"0:2:55"
16/12/15;"0:4:41";"0:26:0";"0:32:37";"0:0:1";"0:0:0"
19/12/15;"0:13:2";"0:3:42";"0:7:18";"0:9:6";"0:0:0"
19/12/15;"0:0:6";"0:0:36";"0:2:10";"0:25:53";"0:0:0"
19/12/15;"0:12:41";"0:21:19";"0:8:37";"0:0:0";"0:0:0"
20/12/15;"1:51:43";"1:45:35";"1:10:57";"0:2:9";"0:0:0"
22/12/15;"0:13:24";"0:40:56";"0:28:25";"0:5:7";"0:0:0"
23/12/15;"0:1:39";"0:33:1";"0:50:18";"0:4:15";"0:0:0"
23/12/15;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
24/12/15;"0:7:2";"0:22:49";"0:57:47";"0:12:45";"0:0:0"
25/12/15;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
25/12/15;"0:10:59";"0:5:25";"0:43:24";"0:0:6";"0:0:0"
26/12/15;"0:52:25";"0:38:29";"0:42:0";"0:0:0";"0:0:0"
26/12/15;"1:57:8";"0:40:1";"0:34:39";"0:2:18";"0:0:0"
27/12/15;"0:11:35";"0:26:58";"1:20:30";"0:5:35";"0:0:0"
27/12/15;"1:30:44";"0:8:6";"0:0:38";"0:0:0";"0:0:0"
28/12/15;"0:5:52";"0:30:3";"0:29:55";"0:2:49";"0:0:0"
30/12/15;"0:8:46";"0:22:34";"0:30:56";"0:4:19";"0:0:0"
31/12/15;"0:3:30";"0:21:25";"0:29:40";"0:7:22";"0:0:0"
01/01/16;"0:58:21";"0:42:48";"0:15:7";"0:0:34";"0:0:0"
02/01/16;"0:20:59";"0:32:49";"1:10:3";"0:5:34";"0:0:0"
03/01/16;"1:29:0";"1:25:31";"0:9:10";"0:0:0";"0:0:0"
03/01/16;"0:0:31";"0:23:51";"0:20:35";"0:2:25";"0:0:0"
05/01/16;"0:21:6";"0:17:46";"1:55:9";"0:5:10";"0:0:0"
07/01/16;"0:0:31";"0:11:32";"0:15:27";"0:5:10";"0:1:33"
07/01/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
08/01/16;"0:5:30";"0:18:53";"0:21:19";"0:9:44";"0:8:47"
09/01/16;"0:0:50";"0:10:25";"0:35:32";"0:0:42";"0:0:0"
10/01/16;"0:2:7";"0:20:56";"0:29:12";"0:13:38";"0:0:12"
11/01/16;"0:3:25";"0:18:54";"0:23:16";"0:0:0";"0:0:0"
11/01/16;"0:25:49";"0:26:2";"0:0:14";"0:0:0";"0:0:0"
12/01/16;"0:0:33";"0:25:3";"0:22:29";"0:12:16";"0:2:2"
13/01/16;"0:56:56";"0:51:38";"0:38:17";"0:1:38";"0:0:0"
15/01/16;"0:6:11";"0:26:1";"0:12:14";"0:12:36";"0:1:6"
17/01/16;"0:29:4";"0:33:34";"0:49:14";"0:25:46";"0:0:0"
17/01/16;"0:26:0";"0:7:3";"0:1:10";"0:0:0";"0:0:0"
26/01/16;"0:1:32";"0:23:1";"0:0:41";"0:0:0";"0:0:0"
02/02/16;"0:10:8";"0:27:34";"0:10:53";"0:2:3";"0:0:0"
03/02/16;"0:2:17";"0:4:16";"0:33:37";"0:0:0";"0:0:0"
05/02/16;"0:18:58";"0:20:28";"0:16:41";"0:2:4";"0:0:0"
06/02/16;"0:34:34";"0:10:9";"0:54:43";"0:44:58";"0:0:0"
08/02/16;"0:1:43";"0:19:31";"0:24:57";"0:0:51";"0:0:0"
10/02/16;"0:33:11";"0:31:13";"0:47:57";"0:3:41";"0:0:0"
13/02/16;"0:1:30";"0:12:56";"0:15:19";"0:3:2";"0:0:0"
14/02/16;"0:3:18";"0:17:28";"2:26:38";"0:43:41";"0:0:0"
15/02/16;"1:22:55";"0:13:46";"0:8:49";"0:0:0";"0:0:0"
17/02/16;"1:31:25";"0:7:46";"0:0:0";"0:0:0";"0:0:0"
17/02/16;"0:11:25";"0:16:28";"0:29:56";"0:26:18";"0:0:0"
18/02/16;"0:13:31";"0:14:1";"1:12:51";"0:11:53";"0:0:0"
19/02/16;"0:16:50";"0:21:49";"0:39:26";"0:0:35";"0:0:0"
20/02/16;"0:13:13";"0:8:57";"1:10:28";"0:2:18";"0:0:0"
20/02/16;"0:5:39";"0:6:43";"0:47:19";"0:20:44";"0:0:0"
21/02/16;"3:24:1";"1:35:36";"0:42:51";"0:0:10";"0:0:0"
23/02/16;"0:24:11";"0:17:56";"0:8:27";"0:2:4";"0:0:0"
24/02/16;"0:6:27";"0:18:33";"0:14:54";"0:8:53";"0:6:14"
24/02/16;"0:35:46";"0:26:54";"0:9:20";"0:1:20";"0:0:0"
26/02/16;"0:26:56";"0:38:2";"0:8:22";"0:1:2";"0:0:0"
27/02/16;"0:19:24";"0:8:38";"0:56:56";"0:39:25";"0:0:0"
27/02/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
28/02/16;"0:22:59";"0:9:37";"1:21:7";"0:0:57";"0:0:0"
29/02/16;"0:30:48";"0:23:31";"0:5:15";"0:0:0";"0:0:0"
02/03/16;"0:9:46";"0:16:25";"0:15:6";"0:11:2";"0:2:14"
03/03/16;"0:12:3";"0:32:5";"0:14:59";"0:2:15";"0:0:0"
05/03/16;"0:14:59";"0:13:30";"0:41:53";"0:35:21";"0:0:16"
06/03/16;"0:14:41";"0:15:32";"0:47:55";"0:14:22";"0:0:0"
07/03/16;"0:20:42";"0:21:39";"0:13:8";"0:5:39";"0:0:0"
08/03/16;"0:10:54";"0:15:51";"0:18:28";"0:9:10";"0:0:34"
09/03/16;"0:1:8";"0:7:26";"0:25:3";"0:12:37";"0:2:57"
10/03/16;"0:0:32";"0:14:48";"0:24:8";"0:0:0";"0:0:0"
11/03/16;"1:40:14";"0:41:32";"1:22:15";"0:31:19";"0:0:3"
12/03/16;"1:56:21";"0:28:9";"1:4:36";"0:0:0";"0:0:0"
13/03/16;"2:5:24";"0:39:49";"0:10:25";"0:0:0";"0:0:0"
14/03/16;"0:17:13";"0:17:41";"0:10:32";"0:6:59";"0:3:38"
14/03/16;"0:14:35";"0:16:30";"0:10:29";"0:7:0";"0:3:32"
15/03/16;"0:1:28";"0:20:18";"0:19:32";"0:23:17";"0:0:41"
15/03/16;"0:0:3";"0:0:33";"0:1:43";"0:0:0";"0:0:0"
15/03/16;"0:0:15";"0:0:10";"0:7:44";"0:0:0";"0:0:0"
17/03/16;"0:1:19";"0:20:30";"0:26:42";"0:16:42";"0:2:45"
18/03/16;"0:1:56";"0:21:54";"0:22:31";"0:15:57";"0:1:11"
19/03/16;"4:5:22";"2:20:11";"1:55:27";"0:0:34";"0:0:0"
25/03/16;"0:0:45";"0:11:40";"0:31:20";"0:4:18";"0:0:0"
26/03/16;"0:6:53";"0:2:15";"0:12:5";"0:0:0";"0:0:0"
26/03/16;"0:0:7";"0:7:0";"0:49:3";"1:21:59";"0:0:0"
27/03/16;"0:4:41";"0:25:10";"0:34:42";"0:7:56";"0:0:0"
28/03/16;"0:20:6";"0:26:18";"1:8:0";"0:0:2";"0:0:0"
31/03/16;"0:10:8";"0:29:4";"0:25:37";"0:3:44";"0:0:0"
02/04/16;"1:5:4";"1:31:0";"2:24:3";"0:3:48";"0:0:0"
03/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
03/04/16;"0:7:41";"0:44:22";"1:23:57";"0:4:23";"0:0:0"
04/04/16;"0:33:46";"0:13:3";"0:0:0";"0:0:0";"0:0:0"
04/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
06/04/16;"0:1:37";"0:19:32";"0:27:27";"0:3:4";"0:0:0"
09/04/16;"0:4:17";"0:34:48";"2:29:5";"0:7:30";"0:0:0"
09/04/16;"0:7:34";"0:4:21";"0:8:11";"0:1:15";"0:0:0"
10/04/16;"0:16:25";"0:2:53";"0:2:46";"0:0:0";"0:0:0"
10/04/16;"0:5:56";"0:29:41";"1:59:20";"0:5:45";"0:0:0"
10/04/16;"0:1:5";"0:15:37";"0:2:44";"0:0:0";"0:0:0"
11/04/16;"0:17:52";"0:14:58";"0:12:27";"0:0:33";"0:0:0"
13/04/16;"0:1:43";"0:18:17";"0:41:21";"0:3:59";"0:0:0"
14/04/16;"0:2:15";"0:17:42";"0:32:45";"0:5:3";"0:0:0"
14/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
16/04/16;"1:3:35";"0:38:29";"1:44:37";"0:0:0";"0:0:0"
16/04/16;"0:0:8";"0:12:23";"0:17:6";"0:11:30";"0:0:7"
17/04/16;"0:0:36";"0:8:23";"0:42:26";"0:7:10";"0:0:0"
19/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
19/04/16;"0:1:0";"0:14:44";"0:53:58";"0:1:31";"0:0:0"
20/04/16;"0:17:31";"0:42:46";"0:29:41";"0:0:0";"0:0:0"
20/04/16;"0:40:9";"0:24:23";"0:27:40";"0:0:57";"0:0:0"
20/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
21/04/16;"0:13:41";"0:36:47";"0:18:43";"0:8:41";"0:0:0"
21/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
21/04/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
22/04/16;"0:55:25";"0:0:22";"0:0:0";"0:0:0";"0:0:0"
23/04/16;"1:5:41";"0:40:52";"0:18:16";"0:0:0";"0:0:0"
24/04/16;"3:33:53";"0:48:2";"0:12:37";"0:0:0";"0:0:0"
24/04/16;"0:4:21";"0:34:16";"1:10:26";"0:10:3";"0:0:0"
26/04/16;"0:1:41";"0:27:5";"0:19:52";"0:21:34";"0:0:1"
28/04/16;"0:0:31";"0:23:14";"0:18:5";"0:15:53";"0:0:4"
30/04/16;"2:1:42";"0:44:14";"1:19:24";"0:12:24";"0:0:0"
30/04/16;"0:3:4";"0:9:5";"0:25:7";"0:10:36";"0:0:0"
01/05/16;"0:1:21";"0:29:46";"0:21:4";"0:19:4";"0:0:2"
03/05/16;"0:1:19";"0:19:36";"0:21:5";"0:19:5";"0:10:39"
05/05/16;"6:1:7";"3:46:8";"2:56:17";"0:0:50";"0:0:0"
06/05/16;"0:7:31";"0:55:41";"1:14:45";"0:0:4";"0:0:0"
07/05/16;"3:6:21";"1:32:21";"1:15:11";"0:0:55";"0:0:0"
08/05/16;"1:54:20";"0:32:22";"0:4:20";"0:0:0";"0:0:0"
08/05/16;"0:30:57";"0:43:18";"0:23:58";"0:0:0";"0:0:0"
10/05/16;"0:0:44";"0:17:11";"0:28:58";"0:14:8";"0:1:21"
11/05/16;"0:4:8";"0:28:32";"0:27:33";"0:3:49";"0:0:0"
12/05/16;"0:10:47";"0:24:15";"0:15:23";"0:10:0";"0:6:9"
14/05/16;"0:6:56";"0:48:58";"0:50:10";"0:18:8";"0:0:0"
15/05/16;"1:27:20";"0:58:4";"1:19:47";"0:0:0";"0:0:0"
15/05/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
16/05/16;"1:42:52";"0:19:9";"0:1:12";"0:0:0";"0:0:0"
17/05/16;"0:6:15";"0:31:48";"0:21:21";"0:3:3";"0:0:3"
18/05/16;"0:2:38";"0:31:54";"0:19:2";"0:0:0";"0:0:0"
20/05/16;"0:3:46";"0:22:46";"0:17:32";"0:9:40";"0:0:0"
20/05/16;"0:40:32";"0:35:54";"0:34:36";"0:5:40";"0:0:0"
21/05/16;"0:1:0";"0:9:36";"0:23:50";"0:4:28";"0:0:0"
24/05/16;"0:8:50";"0:22:36";"0:10:21";"0:14:47";"0:0:9"
26/05/16;"0:11:43";"0:23:26";"0:7:32";"0:2:19";"0:0:0"
28/05/16;"0:1:35";"0:20:48";"0:12:17";"0:1:15";"0:0:0"
29/05/16;"0:1:9";"0:45:13";"3:48:24";"0:14:16";"0:0:33"
31/05/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
02/06/16;"0:4:37";"0:14:59";"0:5:20";"0:11:32";"0:0:36"
04/06/16;"0:44:55";"0:59:34";"1:34:18";"0:1:50";"0:0:0"
05/06/16;"1:36:52";"1:14:7";"1:21:36";"0:1:41";"0:0:0"
09/06/16;"0:4:0";"0:23:6";"0:32:54";"0:3:14";"0:0:40"
10/06/16;"0:10:26";"0:18:11";"0:21:58";"0:13:50";"0:5:22"
11/06/16;"0:37:55";"0:50:41";"0:35:7";"0:0:0";"0:0:0"
12/06/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
13/06/16;"0:10:7";"0:12:2";"0:8:36";"0:12:15";"0:0:0"
15/06/16;"0:5:44";"0:13:27";"0:14:21";"0:3:19";"0:0:0"
18/06/16;"0:38:7";"5:37:31";"5:51:33";"0:0:0";"0:0:0"
19/06/16;"0:22:18";"0:4:6";"0:0:0";"0:0:0";"0:0:0"
26/06/16;"0:2:2";"0:14:57";"0:25:17";"0:0:17";"0:0:0"
27/06/16;"0:7:31";"0:28:21";"0:16:55";"0:0:50";"0:0:12"
28/06/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
28/06/16;"0:5:42";"0:19:22";"0:17:40";"0:4:34";"0:0:0"
28/06/16;"0:0:0";"0:0:0";"0:0:0";"0:0:0";"0:0:0"
29/06/16;"0:14:23";"0:21:34";"0:26:14";"0:12:44";"0:0:27"
29/06/16;"0:14:47";"0:10:10";"0:18:15";"0:0:31";"0:0:0"
